noun,adj,turker_judgment,wiki_similarity,ldp_similarity
wing,brown,3.5,0.3916800618171692,0.4604896605014801
apple,red,5.25,0.3840983510017395,0.24236010015010834
bird,red,2.5,0.3770584464073181,0.36454829573631287
nose,red,2.0,0.3979279696941376,0.26635080575942993
block,red,3.75,0.3188360035419464,0.6146210432052612
light,red,3.5,0.5035218000411987,0.47829604148864746
ball,red,4.666666666666667,0.3942251205444336,0.3251804709434509
barn,red,4.75,0.34600672125816345,0.33115291595458984
car,red,3.0,0.39266541600227356,0.3379825949668884
cup,red,3.75,0.3485945761203766,0.2517370879650116
dog,red,2.3333333333333335,0.39441725611686707,0.3345087170600891
pole,red,2.5,0.33495455980300903,0.23223260045051575
scarf,red,3.25,0.4569754898548126,0.43658462166786194
balloon,red,3.25,0.36212238669395447,0.5773625373840332
circle,red,2.75,0.42834293842315674,0.5790863633155823
clock,red,2.5,0.3842851221561432,0.4196678102016449
skin,red,2.5,0.4580695629119873,0.41871097683906555
star,red,2.75,0.4175986349582672,0.649222731590271
wheel,red,3.0,0.383421927690506,0.5203474760055542
bat,red,1.5,0.2963276505470276,0.3326684832572937
bear,red,2.0,0.3463515639305115,0.28526321053504944
bell,red,3.0,0.35667601227760315,0.22854815423488617
bin,red,2.0,0.3383910059928894,0.2968912124633789
blood,red,6.75,0.4786936342716217,0.2704094350337982
bucket,red,3.4,0.42187023162841797,0.2337571382522583
camera,red,1.6666666666666667,0.3354988396167755,0.08521007001399994
cat,red,2.0,0.38241082429885864,0.3110302984714508
crab,red,5.0,0.44874635338783264,0.24829645454883575
dragon,red,3.0,0.4692852199077606,0.46705126762390137
duck,red,2.0,0.36262229084968567,0.44574370980262756
engine,red,3.0,0.3148013949394226,0.35406872630119324
fence,red,2.3333333333333335,0.315471351146698,0.36078259348869324
fire,red,5.75,0.39782342314720154,0.3499985635280609
frog,red,2.75,0.35171252489089966,0.5561824440956116
girl,red,4.0,0.3505230247974396,0.14370152354240417
goldfish,red,2.0,0.3153068423271179,0.2444460690021515
hair,red,2.75,0.46444517374038696,0.11254392564296722
hat,red,3.5,0.4488484859466553,0.37516969442367554
heart,red,5.75,0.39360833168029785,0.28115710616111755
heel,red,4.0,0.3572646975517273,0.2453797310590744
honey,red,2.0,0.3724256753921509,0.05306604132056236
horse,red,1.25,0.39946627616882324,0.37723422050476074
lid,red,3.25,0.3011792004108429,0.40388888120651245
lip,red,5.666666666666667,0.3679874539375305,0.2576540410518646
machine,red,3.5,0.32042092084884644,0.18099983036518097
nail,red,4.0,0.31768670678138733,0.4206277132034302
sheep,red,1.0,0.4108404517173767,0.45296284556388855
shirt,red,3.25,0.4983133375644684,0.2578766644001007
snow,red,1.25,0.3936364948749542,0.3405837416648865
square,red,3.0,0.45129501819610596,0.6744062900543213
strawberry,red,5.5,0.4624450206756592,0.33753955364227295
tomato,red,5.5,0.4567384719848633,0.43259361386299133
van,red,2.5,0.35992375016212463,0.40222403407096863
triangle,red,3.75,0.4825073778629303,0.669396162033081
fish,red,4.0,0.39756155014038086,0.4545021951198578
book,red,3.0,0.34303849935531616,0.04973062500357628
tree,red,2.0,0.3682573437690735,0.24319222569465637
box,red,2.75,0.48147591948509216,0.16029201447963715
button,red,3.0,0.4639630913734436,0.4396779537200928
flower,red,3.25,0.41459742188453674,0.6022838354110718
nest,red,2.0,0.31921905279159546,0.2948818504810333
rectangle,red,3.3333333333333335,0.4526144564151764,0.5226532220840454
boat,red,3.0,0.37696415185928345,0.41055595874786377
bow,red,4.0,0.3954254984855652,0.29388898611068726
carpet,red,3.5,0.5034188032150269,0.19011427462100983
coat,red,2.5,0.44938087463378906,0.2597320079803467
collar,red,3.75,0.47609201073646545,0.33756497502326965
dot,red,4.0,0.4534578323364258,0.5935062170028687
drawer,red,2.5,0.2854621112346649,0.13441574573516846
gown,red,2.5,0.41638651490211487,0.12904001772403717
grape,red,3.5,0.4191199839115143,0.34253671765327454
hamster,red,1.0,0.3440103828907013,0.1690606325864792
hole,red,2.5,0.41826027631759644,0.2878699004650116
neck,red,3.25,0.39217609167099,0.24816684424877167
pepper,red,4.333333333333333,0.4442237317562103,0.540988564491272
picture,red,2.5,0.42331162095069885,0.23854732513427734
reindeer,red,2.75,0.3534661531448364,0.3619917035102844
ribbon,red,4.8,0.4713994562625885,0.4880577623844147
shoe,red,4.0,0.38923245668411255,0.32665765285491943
top,red,3.0,0.4648708701133728,0.3595542311668396
wood,red,2.75,0.392387330532074,0.28424879908561707
foot,red,2.0,0.3749217689037323,0.26782649755477905
flag,red,3.0,0.5239422917366028,0.473843514919281
sun,red,2.5,0.43110525608062744,0.4209560453891754
bug,red,3.25,0.31254667043685913,0.24982315301895142
crayon,red,3.5,0.4372093081474304,0.6187640428543091
eye,red,2.6666666666666665,0.39408960938453674,0.3476680815219879
petal,red,3.5,0.3102499842643738,0.23492716252803802
scissor,red,3.25,0.2965974807739258,0.030424412339925766
bone,red,1.5,0.3789671063423157,0.44291093945503235
border,red,3.0,0.4000645577907562,0.2929784059524536
bus,red,3.3333333333333335,0.3739883303642273,0.09420352429151535
butterfly,red,2.0,0.310918927192688,0.545769989490509
caboose,red,3.75,0.28927725553512573,0.4260294437408447
cap,red,3.0,0.4046795070171356,0.5093063116073608
card,red,3.25,0.4865281879901886,0.2710793912410736
dress,red,3.25,0.41351401805877686,0.18137334287166595
handle,red,4.0,0.27436667680740356,0.33975741267204285
jacket,red,2.5,0.433623731136322,0.21961838006973267
knob,red,2.75,0.36733299493789673,0.2881579101085663
lego,red,3.25,0.28557318449020386,0.36697667837142944
lobster,red,5.0,0.43485143780708313,0.3498815596103668
moon,red,3.0,0.4391891658306122,0.43719685077667236
oval,red,2.5,0.39780890941619873,0.3988605737686157
page,red,2.25,0.20629021525382996,0.25184449553489685
penguin,red,1.25,0.318891704082489,0.46157196164131165
rabbit,red,1.75,0.44066545367240906,0.2753240168094635
rain,red,1.0,0.38418295979499817,0.2780914604663849
sky,red,2.25,0.5049946308135986,0.3532751798629761
sunshine,red,2.25,0.3595873713493347,0.29195451736450195
swing,red,2.75,0.3378034234046936,0.12484005093574524
telephone,red,3.0,0.3536992371082306,0.22003571689128876
towel,red,3.75,0.3898637294769287,0.29749616980552673
truck,red,3.25,0.41517511010169983,0.15491679310798645
hen,red,3.5,0.355900377035141,0.4241599142551422
wheat,red,2.25,0.40378135442733765,0.020734194666147232
bead,red,3.0,0.34442660212516785,0.40909308195114136
bed,red,3.25,0.3504200279712677,-0.0632113441824913
whale,red,1.0,0.3594050407409668,0.46521592140197754
blanket,red,3.0,0.3573214113712311,0.3228546380996704
flour,red,1.0,0.33142679929733276,0.38381344079971313
house,red,2.25,0.36910057067871094,0.028892681002616882
train,red,2.5,0.32912030816078186,0.2301512211561203
wagon,red,4.75,0.3500179648399353,0.31477537751197815
airplane,red,2.5,0.29846546053886414,0.2567152976989746
cabin,red,2.75,0.25632935762405396,0.24011015892028809
cape,red,3.5,0.39991727471351624,0.44654545187950134
cookie,red,1.6666666666666667,0.27436205744743347,0.3610410988330841
cow,red,2.0,0.38235029578208923,0.35956040024757385
door,red,2.75,0.31823045015335083,0.16508923470973969
ground,red,2.25,0.3582899272441864,0.19335295259952545
mat,red,3.0,0.35497021675109863,0.06162429228425026
night,red,2.0,0.40066295862197876,-0.0635564923286438
pillow,red,2.0,0.337737500667572,0.37723949551582336
pin,red,3.25,0.37704387307167053,0.3015725016593933
plate,red,2.75,0.33468371629714966,0.311725378036499
rose,red,5.25,0.4086865186691284,0.2933458089828491
stick,red,2.25,0.4150405824184418,0.2580021619796753
table,red,3.0,0.4262033998966217,0.18542002141475677
tower,red,2.5,0.3484898805618286,0.22497479617595673
turtle,red,1.75,0.40751296281814575,0.6074733734130859
village,red,1.25,0.33466795086860657,0.1564067006111145
ant,red,4.25,0.3771127164363861,0.35583844780921936
chair,red,2.75,0.3544504642486572,0.1304274946451187
child,red,1.25,0.34845736622810364,0.017382903024554253
fruit,red,3.5,0.3899771571159363,0.17851509153842926
arm,red,2.0,0.3337141275405884,0.14985954761505127
butt,red,2.0,0.3189235329627991,0.08105736970901489
candy,red,4.25,0.3508714735507965,0.28269314765930176
closet,red,2.6666666666666665,0.33294999599456787,0.06764610856771469
coral,red,3.75,0.40941739082336426,0.2688857913017273
drink,red,3.6666666666666665,0.4120473861694336,-0.009881623089313507
flavor,red,2.75,0.342966228723526,0.15049414336681366
gate,red,3.25,0.2967601418495178,0.17013151943683624
kitchen,red,2.25,0.3571935296058655,0.0684456154704094
log,red,2.0,0.3153334856033325,0.2772657871246338
mark,red,3.0,0.4429802894592285,0.28965842723846436
pancake,red,2.0,0.29502761363983154,0.3468385636806488
parachute,red,3.25,0.2954889237880707,0.07461945712566376
puppy,red,2.25,0.34282609820365906,0.2915493845939636
road,red,1.75,0.3931671679019928,0.30430716276168823
sauce,red,5.0,0.421342134475708,0.3763439357280731
sign,red,3.75,0.3851018249988556,0.20851899683475494
water,red,1.5,0.4221283495426178,0.19272112846374512
yoyo,red,2.75,0.2447909563779831,0.2188512086868286
bag,red,3.0,0.37640127539634705,0.04057736694812775
popsicle,red,4.25,0.3507981300354004,0.31738486886024475
basket,red,2.25,0.3418310582637787,0.20942361652851105
cherry,red,6.25,0.4481869339942932,0.47330617904663086
piece,red,3.75,0.3367254137992859,0.31493163108825684
tail,red,3.6666666666666665,0.42765510082244873,0.44166451692581177
deck,red,3.5,0.36827126145362854,0.21545283496379852
spot,red,4.666666666666667,0.40433454513549805,0.182127445936203
store,red,2.75,0.2570215165615082,0.07691995054483414
tricycle,red,3.5,0.33916106820106506,0.3699011206626892
bike,red,2.75,0.34528806805610657,0.1579652726650238
bite,red,2.3333333333333335,0.3182729482650757,0.13240966200828552
bridge,red,3.0,0.31126096844673157,0.33217349648475647
cake,red,2.5,0.36381909251213074,0.2943425476551056
cart,red,3.0,0.34357643127441406,-0.029587870463728905
clay,red,5.0,0.4333176910877228,0.3151002526283264
couch,red,3.5,0.3033732771873474,0.1935928761959076
ear,red,2.25,0.3001662790775299,0.16166812181472778
elephant,red,1.5,0.3711749017238617,0.3126639723777771
grocery,red,2.25,0.33272773027420044,-0.10355715453624725
hand,red,2.0,0.43406444787979126,0.19374221563339233
leg,red,2.25,0.34614768624305725,0.2304200679063797
milk,red,1.0,0.35997068881988525,0.20635901391506195
mine,red,2.0,0.3346542716026306,0.3896179795265198
mustache,red,2.25,0.33970263600349426,0.3811887204647064
paper,red,3.0,0.3777674734592438,0.37390032410621643
park,red,2.25,0.29934582114219666,0.040118686854839325
parrot,red,2.6,0.34345340728759766,0.27089688181877136
string,red,2.75,0.39371204376220703,0.47822046279907227
tongue,red,2.75,0.3366924226284027,0.31506699323654175
cab,red,2.25,0.3582195043563843,0.2858012020587921
cheese,red,1.25,0.40677064657211304,0.3695872724056244
chicken,red,2.5,0.4623538851737976,0.3003603518009186
letter,red,3.0,0.40686821937561035,0.2481040209531784
chip,red,2.0,0.38973507285118103,0.2822350859642029
guy,red,1.6,0.34368962049484253,0.24012425541877747
hexagon,red,2.6666666666666665,0.35235610604286194,0.16842275857925415
jam,red,4.5,0.2986026406288147,0.36758771538734436
juice,red,3.6666666666666665,0.42192718386650085,0.23855353891849518
ladybug,red,6.75,0.3352394700050354,0.3363475203514099
leave,red,3.25,0.29444268345832825,-0.012727941386401653
ocean,red,1.75,0.3937990069389343,0.34957432746887207
soup,red,3.75,0.38674068450927734,0.24464669823646545
squirrel,red,2.75,0.44124868512153625,0.34180349111557007
suit,red,2.3333333333333335,0.3479877710342407,0.2946588099002838
sunset,red,3.5,0.390893816947937,0.1333436816930771
tractor,red,4.25,0.3653703033924103,0.3311140239238739
wrapper,red,3.5,0.32285502552986145,0.22029416263103485
leaf,red,2.75,0.3814573884010315,0.5145668983459473
seat,red,2.75,0.3586002588272095,0.15003833174705505
arrow,red,4.0,0.5209522843360901,0.4608533978462219
baby,red,1.5,0.3976444602012634,0.09121298044919968
bowl,red,2.75,0.3082077205181122,0.2747634947299957
boy,red,1.0,0.3624177873134613,0.13417430222034454
cell,red,4.5,0.3599432110786438,-0.005773075390607119
cheek,red,2.6666666666666665,0.41533294320106506,0.2503422200679779
finger,red,1.5,0.393664687871933,0.24182158708572388
gym,red,2.5,0.2828863859176636,0.058013949543237686
mouth,red,3.25,0.323233962059021,0.08236178010702133
rock,red,3.0,0.38927093148231506,0.3093927204608917
street,red,2.0,0.3459107279777527,0.10074025392532349
throat,red,3.3333333333333335,0.3490304946899414,0.2814774215221405
track,red,2.25,0.28057554364204407,0.33505895733833313
person,red,2.0,0.270308256149292,0.44887423515319824
controller,red,3.0,0.33060431480407715,0.2374332696199417
edge,red,2.5,0.40031635761260986,0.40163975954055786
planet,red,2.75,0.3504580855369568,0.43763163685798645
robin,red,5.0,0.3808439373970032,-0.0053258780390024185
dinosaur,red,2.0,0.35238173604011536,0.46683478355407715
onion,red,3.75,0.43443241715431213,0.12342541664838791
worm,red,3.25,0.33719614148139954,0.4235506057739258
bait,red,2.75,0.32407110929489136,0.23904746770858765
broccoli,red,1.25,0.36843031644821167,0.34725847840309143
counter,red,2.8,0.2965661585330963,0.2510784864425659
knight,red,3.3333333333333335,0.364104300737381,0.3834742605686188
lunch,red,2.0,0.33626624941825867,-0.006554433144629002
map,red,2.25,0.48273545503616333,0.36719509959220886
oil,red,2.75,0.35936835408210754,0.40678131580352783
panda,red,2.25,0.38080793619155884,0.34069931507110596
pea,red,1.75,0.3589957654476166,0.10493385791778564
plant,red,2.3333333333333335,0.316621333360672,0.32531508803367615
pot,red,3.0,0.3867030739784241,0.33007049560546875
shop,red,2.5,0.31176310777664185,0.07727319002151489
stripe,red,3.0,0.4995853006839752,0.48537760972976685
boot,red,3.5,0.36313238739967346,0.36591267585754395
dinner,red,1.5,0.3574862480163574,-0.06542081385850906
freight,red,2.75,0.3167853057384491,0.2603115439414978
path,red,2.75,0.3442370891571045,0.2576318383216858
punch,red,3.75,0.35917359590530396,-0.008939665742218494
rail,red,2.5,0.43851974606513977,0.1535138487815857
railing,red,2.8,0.32204553484916687,0.13338282704353333
rod,red,2.0,0.3587437868118286,0.23594430088996887
roof,red,3.5,0.4003736972808838,0.3032418489456177
berry,red,4.666666666666667,0.4258227050304413,0.11930958926677704
diamond,red,2.0,0.39985227584838867,0.5563145279884338
head,red,2.75,0.43469494581222534,0.2153729647397995
sand,red,2.25,0.4476257264614105,0.2813855707645416
board,red,3.25,0.35468825697898865,0.3072514832019806
body,red,2.0,0.32858049869537354,0.31400784850120544
branch,red,1.25,0.31860223412513733,0.3334718346595764
brick,red,5.0,0.526700496673584,0.3094029128551483
bush,red,1.75,0.3595640957355499,0.36369580030441284
clown,red,3.0,0.34799498319625854,0.3584856688976288
potato,red,3.25,0.3872990310192108,0.27204403281211853
cup,purple,2.75,0.38583874702453613,0.33025839924812317
cat,purple,1.25,0.36778587102890015,0.38720181584358215
ball,purple,2.75,0.44022634625434875,0.3383426368236542
honey,purple,1.0,0.39724329113960266,0.0845971331000328
balloon,purple,2.75,0.39544403553009033,0.5585578680038452
basket,purple,2.25,0.34284207224845886,0.30417343974113464
bead,purple,3.0,0.37889739871025085,0.4096362590789795
bear,purple,1.0,0.3578568398952484,0.23716579377651215
bird,purple,2.0,0.37706679105758667,0.3415667712688446
book,purple,2.25,0.3570924401283264,0.14360176026821136
door,purple,1.75,0.3311975598335266,0.06567534804344177
duck,purple,1.0,0.3844178020954132,0.48472359776496887
frog,purple,1.75,0.4360085427761078,0.5515427589416504
goldfish,purple,1.5,0.36947110295295715,0.30622366070747375
grape,purple,4.5,0.43908369541168213,0.44219017028808594
guy,purple,1.0,0.36312541365623474,0.1850857138633728
hand,purple,1.6666666666666667,0.41093432903289795,0.24763517081737518
hat,purple,3.25,0.4486739933490753,0.42836061120033264
horse,purple,1.0,0.3966293931007385,0.33830922842025757
paper,purple,2.5,0.37213048338890076,0.4045642614364624
pentagon,purple,2.75,0.32645443081855774,0.3173803687095642
plum,purple,4.666666666666667,0.5211982131004333,0.415425181388855
puppy,purple,1.0,0.3687341809272766,0.3002488613128662
sheep,purple,1.0,0.3814464211463928,0.4665614068508148
snail,purple,2.0,0.39486029744148254,0.3766907751560211
square,purple,2.6,0.42786848545074463,0.7208561897277832
triangle,purple,1.6666666666666667,0.4715508818626404,0.7120728492736816
trunk,purple,2.0,0.371941477060318,0.3505679965019226
crayon,purple,4.0,0.45561349391937256,0.6326588988304138
flower,purple,2.75,0.5340493321418762,0.6530202627182007
shoe,purple,3.0,0.39679718017578125,0.3575429320335388
coat,purple,2.75,0.4606688320636749,0.3780615031719208
cow,purple,1.0,0.4039876163005829,0.3679705858230591
dinosaur,purple,1.3333333333333333,0.4138661324977875,0.4999043345451355
dog,purple,1.0,0.3635037839412689,0.20824241638183594
fish,purple,2.25,0.3743968904018402,0.46590104699134827
glass,purple,2.25,0.4085754454135895,0.19282302260398865
head,purple,1.0,0.43562939763069153,0.19551295042037964
noodle,purple,1.5,0.36847102642059326,0.26697641611099243
octopus,purple,3.5,0.43999430537223816,0.46171948313713074
sand,purple,2.25,0.4269656538963318,0.2511391043663025
truck,purple,2.0,0.38161036372184753,0.11728284507989883
car,purple,2.25,0.3762383759021759,0.3321395814418793
block,purple,2.5,0.3457656800746918,0.6701145768165588
ear,purple,1.25,0.3748404085636139,0.25185805559158325
king,purple,1.5,0.43969643115997314,0.24436770379543304
nose,purple,1.75,0.4147769808769226,0.2610653042793274
porch,purple,2.2,0.30424174666404724,0.14853747189044952
robe,purple,3.0,0.49868014454841614,0.2617660164833069
butterfly,purple,3.0,0.42722371220588684,0.512732744216919
chalk,purple,2.25,0.3963640332221985,0.48715823888778687
eye,purple,1.3333333333333333,0.418038934469223,0.349985808134079
footprint,purple,2.75,0.2754831314086914,0.2078508883714676
gas,purple,1.75,0.4067252278327942,0.34305721521377563
girl,purple,2.0,0.38882824778556824,0.055591143667697906
jacket,purple,2.5,0.47257235646247864,0.3164500892162323
lipstick,purple,2.75,0.46759670972824097,0.5418086647987366
plant,purple,4.0,0.3877336382865906,0.35807710886001587
spider,purple,1.6666666666666667,0.3892925977706909,0.3043668568134308
tree,purple,2.0,0.36063268780708313,0.24833433330059052
wing,purple,2.5,0.3916187584400177,0.4265739619731903
button,purple,2.6666666666666665,0.4299114942550659,0.4251496195793152
collar,purple,2.75,0.4723238945007324,0.4292997717857361
color,purple,3.75,0.606909990310669,0.5204512476921082
dot,purple,2.6666666666666665,0.4018837809562683,0.5273385047912598
garage,purple,1.75,0.2943747937679291,0.17903511226177216
ketchup,purple,1.5,0.38775306940078735,0.373248815536499
light,purple,2.75,0.47870633006095886,0.3879970908164978
match,purple,2.0,0.37197643518447876,0.3462229073047638
pear,purple,1.0,0.3843293786048889,0.3528318405151367
pepperoni,purple,1.25,0.3467257618904114,0.19658252596855164
pocket,purple,3.0,0.44139716029167175,0.2505601644515991
shovel,purple,1.75,0.3049969971179962,0.5065928101539612
spoon,purple,2.25,0.3603235185146332,0.36400455236434937
train,purple,1.5,0.32409143447875977,0.21790216863155365
spaghetti,purple,2.5,0.3905417025089264,0.2886104881763458
bowl,purple,2.5,0.39061763882637024,0.3071421682834625
necklace,purple,3.0,0.43841248750686646,0.4778795540332794
bath,purple,2.0,0.34493526816368103,0.038371626287698746
boot,purple,2.5,0.37612366676330566,0.3565271496772766
candy,purple,3.25,0.4228125214576721,0.3558497726917267
earring,purple,2.5,0.37939321994781494,0.1793423444032669
kangaroo,purple,1.0,0.3828953802585602,0.32578375935554504
mouse,purple,1.25,0.35638484358787537,0.2996327877044678
penny,purple,1.25,0.3312743008136749,0.2513168454170227
picture,purple,3.5,0.41917434334754944,0.26586589217185974
shirt,purple,3.0,0.48436224460601807,0.3276172876358032
worm,purple,2.25,0.41800907254219055,0.36512675881385803
paint,purple,3.0,0.4158789813518524,0.3280096650123596
ark,purple,1.5,0.2603757381439209,0.18560777604579926
arm,purple,1.5,0.35800978541374207,0.22995337843894958
brace,purple,3.5,0.26579272747039795,0.295320063829422
kitchen,purple,2.25,0.332131952047348,0.11920811980962753
salad,purple,1.25,0.4538987874984741,0.31093722581863403
stick,purple,2.0,0.4103976786136627,0.2982953190803528
top,purple,3.25,0.4006231129169464,0.4004932641983032
tail,purple,2.0,0.4092390537261963,0.46578338742256165
screw,purple,2.0,0.3397243022918701,0.40097296237945557
snake,purple,1.75,0.44057825207710266,0.41917121410369873
cap,purple,3.6666666666666665,0.4370560944080353,0.4848599433898926
finger,purple,1.75,0.3792610764503479,0.2796647250652313
ladybug,purple,1.25,0.4415186047554016,0.29023876786231995
bat,purple,1.75,0.3284364342689514,0.3643485903739929
bin,purple,2.25,0.330974280834198,0.39712873101234436
bus,purple,3.3333333333333335,0.34309694170951843,0.11615538597106934
diamond,purple,1.75,0.3969080448150635,0.5802599787712097
dolphin,purple,1.75,0.3817799985408783,0.4554118812084198
flag,purple,2.0,0.4581797420978546,0.5280134081840515
handle,purple,2.0,0.28173667192459106,0.2648012340068817
house,purple,2.25,0.3556933104991913,0.015401066280901432
letter,purple,2.75,0.37544384598731995,0.350885808467865
lollipop,purple,3.75,0.3790344297885895,0.37546828389167786
row,purple,2.75,0.3894663453102112,0.3526512086391449
spot,purple,2.5,0.4106065332889557,0.2367170751094818
star,purple,2.5,0.42220962047576904,0.6505226492881775
wheel,purple,2.5,0.3648108243942261,0.4205033779144287
bucket,purple,2.25,0.426906555891037,0.29188352823257446
turtle,purple,1.25,0.43778324127197266,0.6073645949363708
bottle,purple,2.25,0.4056084156036377,0.24017849564552307
chair,purple,2.75,0.3399820029735565,0.1625846028327942
floor,purple,3.0,0.3457864224910736,0.1580907255411148
mouth,purple,1.5,0.38736310601234436,0.1494847685098648
popsicle,purple,3.3333333333333335,0.40496158599853516,0.38279902935028076
scissor,purple,2.5,0.32559850811958313,0.05558408051729202
stage,purple,2.25,0.3362357020378113,0.24579156935214996
card,purple,2.25,0.4605214297771454,0.3196962773799896
wiggle,purple,2.25,0.3500947058200836,0.28721264004707336
bag,purple,2.75,0.41678979992866516,0.18129298090934753
camera,purple,1.75,0.33783888816833496,0.08848036825656891
pepper,purple,1.5,0.4267048239707947,0.5571787357330322
pony,purple,1.25,0.4044925272464752,0.4120297431945801
water,purple,1.25,0.4319648742675781,0.18059517443180084
juice,purple,3.0,0.4526073932647705,0.3187400996685028
onion,purple,3.75,0.4174829125404358,0.1422426849603653
pad,purple,2.5,0.36249181628227234,0.3278583586215973
patch,purple,2.75,0.4764743745326996,0.2867281138896942
belly,purple,1.0,0.45851391553878784,0.3238702416419983
bud,purple,3.25,0.34263309836387634,-0.059495944529771805
bug,purple,2.75,0.3966478705406189,0.2791230082511902
ground,purple,1.5,0.36084291338920593,0.13444189727306366
horn,purple,3.75,0.35914042592048645,0.3720265030860901
stair,purple,2.4,0.26676803827285767,0.11365824192762375
sweater,purple,4.0,0.4203881323337555,0.318935364484787
wind,purple,1.0,0.3900769054889679,-0.006761940196156502
window,purple,2.25,0.2962947487831116,0.12892110645771027
food,purple,2.0,0.36721980571746826,0.125970259308815
leg,purple,1.75,0.36725351214408875,0.23679375648498535
