doc_id,sentence,adj,noun,coder_id
10220401311,the green box.,green,box,udpipe
10220401322,now put it on top of the green box.,green,box,udpipe
10220401338,"just put it on the shelf, little missy.",little,missy,udpipe
10220401397,how did you loose a whole fire+truck?,whole,fire,udpipe
10220401399,is there a fire+truck in the other room?,other,room,udpipe
10220401496,that frog book that we have.,frog,book,udpipe
10220401499,"his icky sticky tongue, right?",icky,tongue,udpipe
10220401513,"we had a hard day, didn't we?",hard,day,udpipe
10220401539,"they gave you lots of good treats, didn't they?",good,treats,udpipe
10220401549,oy Anielle_Miriam.,oy,anielle_miriam,udpipe
10220401563,it's a great game.,great,game,udpipe
10220401614,what's your favorite food?,favorite,food,udpipe
10220401618,but what's your favorite thing to eat?,favorite,thing,udpipe
10220401622,what's your favorite real thing to eat?,favorite,thing,udpipe
10220401622,what's your favorite real thing to eat?,real,thing,udpipe
10220401633,so tell me what's your favorite food to eat.,favorite,food,udpipe
10220401637,what's your favorite food?,favorite,food,udpipe
10220401642,Zevy's your favorite food?,favorite,food,udpipe
10220401643,or you favorite brother?,favorite,brother,udpipe
10220401675,"well, it's a new leaf so it's curled up.",new,leaf,udpipe
10220401687,let me kiss that cute face.,cute,face,udpipe
10220401704,I didn't get enough sleep last night.,enough,sleep,udpipe
10220401704,I didn't get enough sleep last night.,last,night,udpipe
10220401715,how many more times?,many,times,udpipe
10220401715,how many more times?,more,times,udpipe
10220401806,"mmm, nice doggie.",nice,doggie,udpipe
10220401807,nice doggie.,nice,doggie,udpipe
10220401831,am I a big baby?,big,baby,udpipe
10220401897,you're a bossy girl.,bossy,girl,udpipe
10220401940,you're a good fixer girl.,good,girl,udpipe
10220401947,my silly girl.,silly,girl,udpipe
10220401987,the itsybitsy Anielle broke the fire+man's hat.,itsybitsy,anielle,udpipe
10220402010,is that yours and Zevy's favorite tape now?,favorite,tape,udpipe
10220402019,that was very good singing of that song.,good,singing,udpipe
10220402021,"yay, that was great singing.",great,singing,udpipe
10220402064,a yucky monster?,yucky,monster,udpipe
10220402073,do you give Zevy a kiss the first thing in the morning?,first,thing,udpipe
10220402076,you're a good sister.,good,sister,udpipe
10220402077,"and he's a good brother, right?",good,brother,udpipe
10220402134,you're a baby girl.,baby,girl,udpipe
10220402252,why don't we do something else in the other room?,other,room,udpipe
10220402286,a dramatic actress?,dramatic,actress,udpipe
10220402317,let's go in the other room.,other,room,udpipe
10220402324,want to do horsie horsie?,horsie,horsie,udpipe
10220402325,you haven't done it in a long time.,long,time,udpipe
10220402344,let's do more horsie.,more,horsie,udpipe
10220402346,that's not horsie horise.,horsie,horise,udpipe
10220402369,let's go in the other room.,other,room,udpipe
10220402390,on top of the green box.,green,box,udpipe
10220402405,I put him in here the other day.,other,day,udpipe
10220402419,you can take out other things too.,other,things,udpipe
10220402430,now you going to find his other arm?,other,arm,udpipe
10220402433,where does his other arm come out of?,other,arm,udpipe
10220402442,here you got to push a little harder.,little,harder,udpipe
10220402505,you put everything in the correct place.,correct,place,udpipe
10220402519,good job.,good,job,udpipe
10220500018,"oh, you're a good reader.",good,reader,udpipe
10220500022,silly book.,silly,book,udpipe
10220500023,you a silly book.,silly,book,udpipe
10220500043,"""at the harbor they found a big crate containing a -- tiger and her cubs.""",big,crate,udpipe
10220500063,"""at the station, Thomas waited while the big crate was unloaded.""",big,crate,udpipe
10220500065,"""he was proud to carry such noble and beautiful animals.""",such,animals,udpipe
10220500065,"""he was proud to carry such noble and beautiful animals.""",noble,animals,udpipe
10220500065,"""he was proud to carry such noble and beautiful animals.""",beautiful,animals,udpipe
10220500067,"""near the station there was an old engine shed.""",old,engine,udpipe
10220500094,"""he thought he saw some dark eyes glinting.""",dark,eyes,udpipe
10220500101,"""the next day, Thomas was at the station.""",next,day,udpipe
10220500120,"""'look in the old engine shed as we pass,' he told his driver.""",old,shed,udpipe
10220500158,"""'you've been a really useful engine,' he said.""",useful,engine,udpipe
10220500279,did you have a party for your second birth+day?,second,birth,udpipe
10220500312,that's the real train.,real,train,udpipe
10220500379,### those funny glasses.,funny,glasses,udpipe
10220500381,"you have those kind -- Zevvy has those kind of funny glasses, doesn't he?",funny,glasses,udpipe
10220500406,those are called hot air balloons.,hot,balloons,udpipe
10220500430,you're in the red hot air balloon?,red,balloon,udpipe
10220500430,you're in the red hot air balloon?,hot,air,udpipe
10220500468,big hot air balloon?,big,balloon,udpipe
10220500468,big hot air balloon?,hot,air,udpipe
10220500549,have you ever seen a real spider+web?,real,+web,udpipe
10220500557,there's different things in this picture.,different,things,udpipe
10220500559,what are these -- little cute things?,little,things,udpipe
10220500559,what are these -- little cute things?,cute,things,udpipe
10220500572,and they have little curly tails on the end.,little,tails,udpipe
10220500572,and they have little curly tails on the end.,curly,tails,udpipe
10220500574,curly tails.,curly,tails,udpipe
10220500580,little piggies have tails.,little,piggies,udpipe
10220500602,### that's a big thing to ride on.,big,thing,udpipe
10220500607,I hate gloomy ### days.,gloomy,days,udpipe
10220500617,it's a small d@l not a p@l.,small,d@l,udpipe
10220500636,"pink phone, yeah.",pink,phone,udpipe
10220500697,this was the fun part of it.,fun,part,udpipe
10220500770,it's sort of a boring toy.,boring,toy,udpipe
10220500780,the on switch is on the underneath.,on,switch,udpipe
10220500805,are you a smarty+pants?,smarty,pants,udpipe
10220500821,seven is a red number.,red,number,udpipe
10220500827,"ok, smarty+pants.",ok,pants,udpipe
10220500827,"ok, smarty+pants.",smarty,pants,udpipe
10220500964,why don't you read the big book.,big,book,udpipe
10220500966,read the big book while mama's going to change the batteries.,big,book,udpipe
10220501052,"no, it goes the other way.",other,way,udpipe
10220501053,goes the other way!,other,way,udpipe
10220501096,I just didn't have enough juice.,enough,juice,udpipe
10220501114,seven is a red number.,red,number,udpipe
10220501116,look for a red number.,red,number,udpipe
10220501118,look for a red number.,red,number,udpipe
10220501119,"no, that is a red number.",red,number,udpipe
10220501120,a different red number.,different,number,udpipe
10220501120,a different red number.,red,number,udpipe
10220501121,where's another red number?,red,number,udpipe
10220501126,you're a smarty+pants.,smarty,pants,udpipe
10220501147,three's a blue number.,blue,number,udpipe
10220501151,a blue number.,blue,number,udpipe
10220501337,who's favorite color is green?,favorite,color,udpipe
10220501396,it's your favorite color?,favorite,color,udpipe
10220501420,"remember yesterday we found a pink one down+stairs, but we didn't know where the cap was?",pink,stairs,udpipe
10220501454,all the sticky stuff is off of it.,sticky,stuff,udpipe
10220501516,I'll give you a little bit because it's decaffeinated so it won't make you ###.,little,bit,udpipe
10220501567,a little e@l?,little,e@l,udpipe
10220501572,a big e@l?,big,e@l,udpipe
10220501622,good job.,good,job,udpipe
10220501627,like a busy bee?,busy,bee,udpipe
10220501650,you know any other animal sounds?,other,sounds,udpipe
10220501654,what other animal sounds?,other,sounds,udpipe
10220501719,I put French vanilla in it.,french,vanilla,udpipe
10220501746,how many trees?,many,trees,udpipe
10220501755,there's four big ones.,big,ones,udpipe
10220501767,four big trees and some little ones behind it?,big,trees,udpipe
10220501767,four big trees and some little ones behind it?,little,ones,udpipe
10220501779,do you have a good sense of humor?,good,sense,udpipe
10220501785,beautiful job.,beautiful,job,udpipe
10220501804,"ooh, that's a scary combination.",scary,combination,udpipe
10220501815,what would you do if you saw a real giant?,real,giant,udpipe
10220501833,"no, your little finger.",little,finger,udpipe
10220501874,you going to stop bad guys?,bad,guys,udpipe
10220501878,are you a good police+man then?,good,police,udpipe
10220501931,who's the best picker+upper in our family?,best,picker,udpipe
10220501931,who's the best picker+upper in our family?,upper,picker,udpipe
10220502000,Zevvy laughs at that.,zevvy,laughs,udpipe
10220502008,"you know -- you -- the bigger mess you make, the more you have to clean up.",bigger,mess,udpipe
10220502026,you take that and put it all the -- other ones.,other,ones,udpipe
10220502057,can you help me with the last few pieces of the puzzle?,last,pieces,udpipe
10220502057,can you help me with the last few pieces of the puzzle?,few,pieces,udpipe
10220502065,a few more pieces and you can drink that.,few,pieces,udpipe
10220502065,a few more pieces and you can drink that.,more,pieces,udpipe
10220502080,there's -- a few more Flups.,few,flups,udpipe
10220502080,there's -- a few more Flups.,more,flups,udpipe
10220502153,that's a birth+day present.,present,day,udpipe
10220502157,"you only open your own presents, right?",own,presents,udpipe
10220502201,oval and a foot+ball.,oval,ball,udpipe
10220502265,everything you find you can -- can you find other shapes in the room?,other,shapes,udpipe
10220502273,the rectangle door opens.,rectangle,opens,udpipe
10220502275,what other things are shapes?,other,things,udpipe
10220502309,I think your other Barbie dolls are up here!,other,dolls,udpipe
10220502376,what a lovely dress!,lovely,dress,udpipe
10220502380,"see, if you put your toys back, then you'll know where they are in the next time.",next,time,udpipe
10220502396,I used to brush your little soft hair with it.,little,hair,udpipe
10220502396,I used to brush your little soft hair with it.,soft,hair,udpipe
10220502456,you need more pants?,more,pants,udpipe
10220600011,I think that red light means it's on.,red,light,udpipe
10220600059,want to turn to the first page?,first,page,udpipe
10220600090,"""wet foot -- """,wet,foot,udpipe
10220600104,"""quick feet!""",quick,feet,udpipe
10220600135,"""left foot -- """,left,foot,udpipe
10220600171,here come more and more and more feet!,more,feet,udpipe
10220600172,and then our last page.,last,page,udpipe
10220600193,a blue p@l.,blue,p@l,udpipe
10220600260,you sort of made up your own letter order.,own,order,udpipe
10220600357,are you a little girl or a big girl?,little,girl,udpipe
10220600357,are you a little girl or a big girl?,big,girl,udpipe
10220600382,"""most things fall down instead of up.""",most,things,udpipe
10220600397,"""I wonder why a whale's so big and why a worm's so -- """,big,worm,udpipe
10220600449,it's a little r@l.,little,r@l,udpipe
10220600462,"""if you guess the right answer, you get a reward.""",right,answer,udpipe
10220600468,"""here's your first clue.""",first,clue,udpipe
10220600516,it's a little thing of water.,little,thing,udpipe
10220600593,I'll be your best friend!,best,friend,udpipe
10220600662,this is sort of a -- a weird puzzle because it's not perfectly round.,weird,puzzle,udpipe
10220600756,these -- this is sort of a hard puzzle.,hard,puzzle,udpipe
10220600789,I think this is a puzzle for much older.,older,puzzle,udpipe
10220600797,turn it up on the other direction.,other,direction,udpipe
10220600840,is that the rest the blue elephant?,blue,elephant,udpipe
10220600852,this is a little trickier.,little,trickier,udpipe
10220600888,"this is funny shape puzzle, isn't it?",funny,puzzle,udpipe
10220600894,it's orange and here's the orange part of the ark so can you put that together?,orange,part,udpipe
10220600904,great job.,great,job,udpipe
10220600932,"ok, here's the orange piece.",orange,piece,udpipe
10220600935,that's the last piece I think.,last,piece,udpipe
10220600959,nice colors.,nice,colors,udpipe
10220600962,there's a little teeny bit of white on the bottom.,little,bit,udpipe
10220600971,should we do a different puzzle?,different,puzzle,udpipe
10220600986,that's the easiest way to start because then we get the top of it.,easiest,way,udpipe
10220601007,so the next piece has got to go over here.,next,piece,udpipe
10220601017,now let's do the next piece.,next,piece,udpipe
10220601024,what other piece is a rain+bow?,other,piece,udpipe
10220601030,let's -- I think that's the end -- the next piece after.,next,piece,udpipe
10220601031,"is there a piece of rain+bow by your -- uh, right knee?",right,knee,udpipe
10220601059,and where's the last piece of the rain+bow?,last,piece,udpipe
10220601083,let's find the next pieces ###.,next,pieces,udpipe
10220601091,part of the purple part of the ark.,purple,part,udpipe
10220601098,here's more of the purple ark.,purple,ark,udpipe
10220601119,### good job!,good,job,udpipe
10220601155,excellent job.,excellent,job,udpipe
10220601192,here's the teal -- green color.,green,color,udpipe
10220601236,and where's the last piece go?,last,piece,udpipe
10220601258,this was a very difficult puzzle.,difficult,puzzle,udpipe
10220601259,"you did a great job, Anielle.",great,job,udpipe
10220601305,you're a great kid.,great,kid,udpipe
10220601324,those are upstairs toys.,upstairs,toys,udpipe
10220601342,these are not down+stairs toys.,stairs,toys,udpipe
10220601402,I found the elephant book.,elephant,book,udpipe
10220601406,remember I read it the other night?,other,night,udpipe
10220601417,that's just a little drawing -- like a cartoon of it.,little,drawing,udpipe
10220601437,they have real pictures in them.,real,pictures,udpipe
10220601441,an aerial shot.,aerial,shot,udpipe
10220601446,you know what aerial means?,aerial,means,udpipe
10220601457,he's got a little grass in his trunk.,little,grass,udpipe
10220601490,do you know what those big white things are coming out from the elephant's trunk?,big,things,udpipe
10220601490,do you know what those big white things are coming out from the elephant's trunk?,white,things,udpipe
10220601507,look how little that little baby elephant is under his mama!,little,elephant,udpipe
10220601510,"yeah, you're the baby elephant?",baby,elephant,udpipe
10220601515,what -- sound does a elephant make?,elephant,make,udpipe
10220601523,"""these loving Mothers.""",loving,mothers,udpipe
10220601532,do you have big ears?,big,ears,udpipe
10220601535,"""when a baby cries, it sounds like a big creaking door.""",big,door,udpipe
10220601541,"""baby elephants are born with red or black hairs on their head, legs and back.""",black,hairs,udpipe
10220601542,"""elephants do not walk while holding each other's tails like they do in a cartoon.""",other,tails,udpipe
10220601579,it's dirty water?,dirty,water,udpipe
10220601655,and then you use the yellow thing to -- turn it.,yellow,thing,udpipe
10220601661,your hand's blocking the front light.,front,light,udpipe
10220601662,your right hand.,right,hand,udpipe
10220601669,now push down on the yellow thing and it'll turn the --,yellow,thing,udpipe
10220601847,good idea.,good,idea,udpipe
10220601973,see if there's any more food to put in from your bag.,more,food,udpipe
10220601995,it hangs on a lower rung.,lower,rung,udpipe
10220601996,put it down on the lower ones ###.,lower,ones,udpipe
10220602010,it's good to have them at different levels.,different,levels,udpipe
10220602024,"no, that's an old game.",old,game,udpipe
10220602025,"uh, it's for even older kids.",older,kids,udpipe
10220602062,anymore food in your bag?,anymore,food,udpipe
10220602064,anymore dishes?,anymore,dishes,udpipe
10220602087,a little bit.,little,bit,udpipe
10220602311,good idea.,good,idea,udpipe
10220700008,are you a mysterious girl?,mysterious,girl,udpipe
10220700035,that's -- the off button.,off,button,udpipe
10220700084,very good numbers!,good,numbers,udpipe
10220700098,say hi Baba.,hi,baba,udpipe
10220700134,a puppick is a Jewish word for a belly+button.,jewish,word,udpipe
10220700146,you want to tell her some other Jewish words?,other,words,udpipe
10220700146,you want to tell her some other Jewish words?,jewish,words,udpipe
10220700160,you got one big toe.,big,toe,udpipe
10220700178,I think it was the actual toe.,actual,toe,udpipe
10220700209,"you have to learn more Jewish words, right?",jewish,words,udpipe
10220700331,"it's out, but -- poor little hair.",poor,hair,udpipe
10220700331,"it's out, but -- poor little hair.",little,hair,udpipe
10220700360,what was your better idea?,better,idea,udpipe
10220700371,I was cleaning the new bathrooms.,new,bathrooms,udpipe
10220700375,so I'm a little dirty.,little,dirty,udpipe
10220700382,you are a cute little bagel.,cute,bagel,udpipe
10220700382,you are a cute little bagel.,little,bagel,udpipe
10220700448,two ones next to each other are eleven.,other,ones,udpipe
10220700523,how many monsters?,many,monsters,udpipe
10220700573,Zevvy a good brother?,good,brother,udpipe
10220700590,Zevvy had these when he was a little boy.,little,boy,udpipe
10220700619,is that good listening?,good,listening,udpipe
10220700633,it's a good sounding drum.,good,drum,udpipe
10220700652,you always have a better idea.,better,idea,udpipe
10220700713,these are stinky feet.,stinky,feet,udpipe
10220700714,PU stinky feet!,stinky,feet,udpipe
10220700715,ew stinky feet!,stinky,feet,udpipe
10220700733,I know but we got those new library books.,new,books,udpipe
10220700733,I know but we got those new library books.,library,books,udpipe
10220700820,good job.,good,job,udpipe
10220700914,I think that's for shuffling cards.,shuffling,cards,udpipe
10220700998,clean the house a little bit.,little,bit,udpipe
10220701056,good job.,good,job,udpipe
10220701064,that important business you're doing?,important,business,udpipe
10220701078,that's why we got more library books yesterday.,library,books,udpipe
10220701134,all your busy work.,busy,work,udpipe
10220701155,did you tell her what we -- we just brought to our new house?,new,house,udpipe
10220701205,I have the most snuggly kitty cat.,snuggly,cat,udpipe
10220701271,"and she said if you go on the toilet again, she'll have a very special treat for you too.",special,treat,udpipe
10220701328,the little toothpicks to eat it with.,little,toothpicks,udpipe
10220701330,a big piece of ###!,big,piece,udpipe
10220701362,and a little salty too ###.,salty,#,udpipe
10220701379,careful ###.,careful,#,udpipe
10220701493,a good idea.,good,idea,udpipe
10220701507,if you put it on the inside it'll -- you can -- get a clean part of the --,clean,part,udpipe
10220701517,that was a big help.,big,help,udpipe
10220701518,cleaned all that red marker up.,red,marker,udpipe
10220701599,it's a brand new book at the library.,new,book,udpipe
10220701601,you're only the -- third person to check it out.,third,person,udpipe
10220701618,"""but all he done was make a big -- mess.""",big,mess,udpipe
10220701621,"""but all he was making was even bigger mess!""",bigger,mess,udpipe
