...1,doc_id,adj_token_id,noun_token_id,adj_token,noun_token,noun_lemma,parse_type,prenominal,adj_lower,dataset,adj_stem,noun_stem,time,subject,session,person
4031,10820601440,7,8,bright,color,color,NA,TRUE,bright,ldp_parent_utts_udpipe,bright,color,NA,82,6,parent
4032,10820601490,3,4,baby,bird,bird,NA,TRUE,baby,ldp_parent_utts_udpipe,babi,bird,NA,82,6,parent
4033,10820601579,3,4,orange,crayon,crayon,NA,TRUE,orange,ldp_parent_utts_udpipe,orang,crayon,NA,82,6,parent
4034,10820601583,6,7,orange,crayon,crayon,NA,TRUE,orange,ldp_parent_utts_udpipe,orang,crayon,NA,82,6,parent
4035,10820601586,4,5,orange,crayon,crayon,NA,TRUE,orange,ldp_parent_utts_udpipe,orang,crayon,NA,82,6,parent
4036,10820601667,4,5,scribble,scrabble,scrabble,NA,TRUE,scribble,ldp_parent_utts_udpipe,scribbl,scrabbl,NA,82,6,parent
4037,10820601669,4,5,scribble,scrabble,scrabble,NA,TRUE,scribble,ldp_parent_utts_udpipe,scribbl,scrabbl,NA,82,6,parent
4038,10820601924,4,5,scribble,scrabble,scrabble,NA,TRUE,scribble,ldp_parent_utts_udpipe,scribbl,scrabbl,00:07:09,82,6,parent
4039,10820601926,3,4,scribble,scrabble,scrabble,NA,TRUE,scribble,ldp_parent_utts_udpipe,scribbl,scrabbl,NA,82,6,parent
4040,10820602012,5,6,scribble,scrabble,scrabble,NA,TRUE,scribble,ldp_parent_utts_udpipe,scribbl,scrabbl,NA,82,6,parent
4041,10820602124,8,9,dark,color,color,NA,TRUE,dark,ldp_parent_utts_udpipe,dark,color,NA,82,6,parent
4042,10820700009,6,7,red,ones,one,NA,TRUE,red,ldp_parent_utts_udpipe,red,on,NA,82,7,parent
4043,10820700367,2,3,ankle,boots,boot,NA,TRUE,ankle,ldp_parent_utts_udpipe,ankl,boot,NA,82,7,parent
4044,10820700401,3,4,pink,marker,marker,NA,TRUE,pink,ldp_parent_utts_udpipe,pink,marker,NA,82,7,parent
4045,10820700725,1,2,jungle,gym,gym,NA,TRUE,jungle,ldp_parent_utts_udpipe,jungl,gym,NA,82,7,parent
4046,10820701463,15,16,sugar,plums,plum,NA,TRUE,sugar,ldp_parent_utts_udpipe,sugar,plum,00:01:01,82,7,parent
4047,10820801521,4,5,purple,shoes,shoe,NA,TRUE,purple,ldp_parent_utts_udpipe,purpl,shoe,NA,82,8,parent
4048,10820900609,4,5,wiggle,worms,worm,NA,TRUE,wiggle,ldp_parent_utts_udpipe,wiggl,worm,NA,82,9,parent
4049,10820900614,8,9,wiggle,worms,worm,NA,TRUE,wiggle,ldp_parent_utts_udpipe,wiggl,worm,NA,82,9,parent
4050,10820900619,1,2,wiggle,worms,worm,NA,TRUE,wiggle,ldp_parent_utts_udpipe,wiggl,worm,NA,82,9,parent
4051,10820900681,1,2,wiggle,worms,worm,NA,TRUE,wiggle,ldp_parent_utts_udpipe,wiggl,worm,NA,82,9,parent
4052,10820900741,5,6,brown,eye,eye,NA,TRUE,brown,ldp_parent_utts_udpipe,brown,ey,NA,82,9,parent
4053,10820900783,1,2,dark,brown,brown,NA,TRUE,dark,ldp_parent_utts_udpipe,dark,brown,NA,82,9,parent
4054,10820900787,1,2,dark,brown,brown,NA,TRUE,dark,ldp_parent_utts_udpipe,dark,brown,NA,82,9,parent
4055,10820901079,1,2,cry,babies,baby,NA,TRUE,cry,ldp_parent_utts_udpipe,cry,babi,NA,82,9,parent
4056,10820901226,3,4,dirty,baby,baby,NA,TRUE,dirty,ldp_parent_utts_udpipe,dirti,babi,00:49:50,82,9,parent
4057,10820901228,5,6,cry,baby,baby,NA,TRUE,cry,ldp_parent_utts_udpipe,cry,babi,NA,82,9,parent
4058,10820901235,6,7,dirty,tissue,tissue,NA,TRUE,dirty,ldp_parent_utts_udpipe,dirti,tissu,NA,82,9,parent
4059,10820901238,7,8,cry,baby,baby,NA,TRUE,cry,ldp_parent_utts_udpipe,cry,babi,NA,82,9,parent
4060,10820901301,12,13,hot,plastic,plastic,NA,TRUE,hot,ldp_parent_utts_udpipe,hot,plastic,NA,82,9,parent
4061,10820901305,7,8,hot,mark,mark,NA,TRUE,hot,ldp_parent_utts_udpipe,hot,mark,NA,82,9,parent
4062,10820901542,9,10,sweet,baby,baby,NA,TRUE,sweet,ldp_parent_utts_udpipe,sweet,babi,NA,82,9,parent
4063,10820901613,4,6,forty,baby,baby,NA,FALSE,forty,ldp_parent_utts_udpipe,forti,babi,NA,82,9,parent
4064,10820901616,1,3,forty,baby,baby,NA,FALSE,forty,ldp_parent_utts_udpipe,forti,babi,NA,82,9,parent
4065,10820901664,3,4,baby,bottle,bottle,NA,TRUE,baby,ldp_parent_utts_udpipe,babi,bottl,NA,82,9,parent
4066,10820901746,3,4,hot,coals,coal,NA,TRUE,hot,ldp_parent_utts_udpipe,hot,coal,NA,82,9,parent
4067,10820901830,2,1,hot,corn,corn,NA,FALSE,hot,ldp_parent_utts_udpipe,hot,corn,NA,82,9,parent
4068,10820902000,6,7,orange,juice,juice,NA,TRUE,orange,ldp_parent_utts_udpipe,orang,juic,NA,82,9,parent
4069,10820902002,3,5,orange,baby,baby,NA,FALSE,orange,ldp_parent_utts_udpipe,orang,babi,NA,82,9,parent
4070,10820902003,3,4,orange,juice,juice,NA,TRUE,orange,ldp_parent_utts_udpipe,orang,juic,NA,82,9,parent
4071,10820902007,4,5,orange,juice,juice,NA,TRUE,orange,ldp_parent_utts_udpipe,orang,juic,NA,82,9,parent
4072,10820902014,6,7,orange,juice,juice,NA,TRUE,orange,ldp_parent_utts_udpipe,orang,juic,NA,82,9,parent
4073,10821000067,8,11,sweet,sauce,sauce,NA,FALSE,sweet,ldp_parent_utts_udpipe,sweet,sauc,NA,82,10,parent
4074,10821000247,4,7,pink,shoes,shoe,NA,FALSE,pink,ldp_parent_utts_udpipe,pink,shoe,NA,82,10,parent
4075,10821000321,1,2,eat,food,food,NA,TRUE,eat,ldp_parent_utts_udpipe,eat,food,00:14:41,82,10,parent
4076,10821000393,8,11,sweet,sauce,sauce,NA,FALSE,sweet,ldp_parent_utts_udpipe,sweet,sauc,NA,82,10,parent
4077,10821000467,1,2,green,eggs,egg,NA,TRUE,green,ldp_parent_utts_udpipe,green,egg,NA,82,10,parent
4078,10821000484,1,2,snow,melt,melt,NA,TRUE,snow,ldp_parent_utts_udpipe,snow,melt,NA,82,10,parent
4079,10821000602,4,5,green,eggs,egg,NA,TRUE,green,ldp_parent_utts_udpipe,green,egg,NA,82,10,parent
4080,10821000604,5,6,green,eggs,egg,NA,TRUE,green,ldp_parent_utts_udpipe,green,egg,00:33:21,82,10,parent
4081,10821000611,5,6,green,eggs,egg,NA,TRUE,green,ldp_parent_utts_udpipe,green,egg,NA,82,10,parent
4082,10821000790,5,7,braid,hair,hair,NA,FALSE,braid,ldp_parent_utts_udpipe,braid,hair,NA,82,10,parent
4083,10821100026,15,16,fat,cat,cat,NA,TRUE,fat,ldp_parent_utts_udpipe,fat,cat,NA,82,11,parent
4084,10821100753,8,9,yellow,hat,hat,NA,TRUE,yellow,ldp_parent_utts_udpipe,yellow,hat,NA,82,11,parent
4085,10821100763,9,10,yellow,hat,hat,NA,TRUE,yellow,ldp_parent_utts_udpipe,yellow,hat,NA,82,11,parent
4086,10821100794,7,8,round,circles,circle,NA,TRUE,round,ldp_parent_utts_udpipe,round,circl,NA,82,11,parent
4087,10821200473,1,2,silver,green,green,NA,TRUE,silver,ldp_parent_utts_udpipe,silver,green,NA,82,12,parent
4088,10821200555,8,9,solid,color,color,NA,TRUE,solid,ldp_parent_utts_udpipe,solid,color,NA,82,12,parent
4089,10821200556,7,8,solid,color,color,NA,TRUE,solid,ldp_parent_utts_udpipe,solid,color,NA,82,12,parent
4090,10821201093,7,8,bright,lad,lad,NA,TRUE,bright,ldp_parent_utts_udpipe,bright,lad,NA,82,12,parent
4091,10821201129,11,8,attic,room,room,NA,FALSE,attic,ldp_parent_utts_udpipe,attic,room,NA,82,12,parent
4092,10821201158,3,4,ogre,wife,wife,NA,TRUE,ogre,ldp_parent_utts_udpipe,ogr,wife,NA,82,12,parent
4093,10821201269,7,10,ogre,wife,wife,NA,FALSE,ogre,ldp_parent_utts_udpipe,ogr,wife,NA,82,12,parent
4094,10821201308,3,6,ogre,climb,climb,NA,FALSE,ogre,ldp_parent_utts_udpipe,ogr,climb,NA,82,12,parent
4095,10821201321,3,4,ogre,saw,see,NA,TRUE,ogre,ldp_parent_utts_udpipe,ogr,saw,NA,82,12,parent
4096,10830100133,6,7,red,bat,bat,NA,TRUE,red,ldp_parent_utts_udpipe,red,bat,NA,83,1,parent
4097,10830100440,5,6,silky,thread,thread,NA,TRUE,silky,ldp_parent_utts_udpipe,silki,thread,NA,83,1,parent
4098,10830100442,10,11,silky,thread,thread,NA,TRUE,silky,ldp_parent_utts_udpipe,silki,thread,NA,83,1,parent
4099,10830100557,3,4,squeak,squeak,squeak,NA,TRUE,squeak,ldp_parent_utts_udpipe,squeak,squeak,NA,83,1,parent
4100,10830100914,5,6,green,peppers,pepper,NA,TRUE,green,ldp_parent_utts_udpipe,green,pepper,NA,83,1,parent
4101,10830101000,4,6,fuzzy,blanket,blanket,NA,FALSE,fuzzy,ldp_parent_utts_udpipe,fuzzi,blanket,NA,83,1,parent
4102,10830101000,5,6,yellow,blanket,blanket,NA,TRUE,yellow,ldp_parent_utts_udpipe,yellow,blanket,NA,83,1,parent
4103,10830200051,2,4,red,heart,heart,NA,FALSE,red,ldp_parent_utts_udpipe,red,heart,NA,83,2,parent
4104,10830200053,2,4,yellow,chick,chick,NA,FALSE,yellow,ldp_parent_utts_udpipe,yellow,chick,NA,83,2,parent
4105,10830200073,2,4,red,heart,heart,NA,FALSE,red,ldp_parent_utts_udpipe,red,heart,NA,83,2,parent
4106,10830200075,2,4,yellow,chick,chick,NA,FALSE,yellow,ldp_parent_utts_udpipe,yellow,chick,NA,83,2,parent
4107,10830200082,2,4,pink,pig,pig,NA,FALSE,pink,ldp_parent_utts_udpipe,pink,pig,NA,83,2,parent
4108,10830200465,11,12,swimming,pool,pool,NA,TRUE,swimming,ldp_parent_utts_udpipe,swim,pool,NA,83,2,parent
4109,10830200725,6,7,furry,tummy,tummy,NA,TRUE,furry,ldp_parent_utts_udpipe,furri,tummi,NA,83,2,parent
4110,10830200734,2,4,red,heart,heart,NA,FALSE,red,ldp_parent_utts_udpipe,red,heart,NA,83,2,parent
4111,10830200737,2,4,yellow,chick,chick,NA,FALSE,yellow,ldp_parent_utts_udpipe,yellow,chick,NA,83,2,parent
4112,10830200887,1,5,bear,bear,bear,NA,FALSE,bear,ldp_parent_utts_udpipe,bear,bear,NA,83,2,parent
4113,10830200887,2,5,bear,bear,bear,NA,FALSE,bear,ldp_parent_utts_udpipe,bear,bear,NA,83,2,parent
4114,10830200887,3,5,bear,bear,bear,NA,FALSE,bear,ldp_parent_utts_udpipe,bear,bear,NA,83,2,parent
4115,10830200887,4,5,bear,bear,bear,NA,TRUE,bear,ldp_parent_utts_udpipe,bear,bear,NA,83,2,parent
4116,10830201104,6,9,dark,bath,bath,NA,FALSE,dark,ldp_parent_utts_udpipe,dark,bath,NA,83,2,parent
4117,10830201104,8,9,dark,bath,bath,NA,TRUE,dark,ldp_parent_utts_udpipe,dark,bath,NA,83,2,parent
4118,10830300039,1,2,quack,quack,quack,NA,TRUE,quack,ldp_parent_utts_udpipe,quack,quack,NA,83,3,parent
4119,10830300116,4,5,yellow,ones,one,NA,TRUE,yellow,ldp_parent_utts_udpipe,yellow,on,NA,83,3,parent
4120,10830300117,5,6,red,ones,one,NA,TRUE,red,ldp_parent_utts_udpipe,red,on,NA,83,3,parent
4121,10830300375,5,6,yellow,bowl,bowl,NA,TRUE,yellow,ldp_parent_utts_udpipe,yellow,bowl,00:42:30,83,3,parent
4122,10830300518,4,5,owl,sing,se,NA,TRUE,owl,ldp_parent_utts_udpipe,owl,sing,NA,83,3,parent
4123,10830300607,6,7,bear,phone,phone,NA,TRUE,bear,ldp_parent_utts_udpipe,bear,phone,NA,83,3,parent
4124,10830300708,5,6,log,car,car,NA,TRUE,log,ldp_parent_utts_udpipe,log,car,NA,83,3,parent
4125,10830300716,3,4,log,car,car,NA,TRUE,log,ldp_parent_utts_udpipe,log,car,NA,83,3,parent
4126,10830300733,3,4,log,car,car,NA,TRUE,log,ldp_parent_utts_udpipe,log,car,NA,83,3,parent
4127,10830300743,3,4,log,car,car,NA,TRUE,log,ldp_parent_utts_udpipe,log,car,NA,83,3,parent
4128,10830300776,5,6,red,caboose,caboose,NA,TRUE,red,ldp_parent_utts_udpipe,red,caboos,NA,83,3,parent
4129,10830400012,4,5,orange,juice,juice,NA,TRUE,orange,ldp_parent_utts_udpipe,orang,juic,NA,83,4,parent
4130,10830400016,4,5,orange,juice,juice,NA,TRUE,orange,ldp_parent_utts_udpipe,orang,juic,NA,83,4,parent
4131,10830400562,5,6,smiley,face,face,NA,TRUE,smiley,ldp_parent_utts_udpipe,smilei,face,NA,83,4,parent
4132,10830400598,5,6,orange,juice,juice,NA,TRUE,orange,ldp_parent_utts_udpipe,orang,juic,NA,83,4,parent
4133,10830500101,4,5,orange,juice,juice,NA,TRUE,orange,ldp_parent_utts_udpipe,orang,juic,NA,83,5,parent
4134,10830500640,9,10,red,car,car,NA,TRUE,red,ldp_parent_utts_udpipe,red,car,00:27:02,83,5,parent
4135,10830600132,6,7,frog,hat,hat,NA,TRUE,frog,ldp_parent_utts_udpipe,frog,hat,NA,83,6,parent
4136,10830600368,3,4,yellow,ones,one,NA,TRUE,yellow,ldp_parent_utts_udpipe,yellow,on,NA,83,6,parent
4137,10830600429,4,5,yellow,broom,broom,NA,TRUE,yellow,ldp_parent_utts_udpipe,yellow,broom,NA,83,6,parent
4138,10830600831,4,5,hot,dog,dog,NA,TRUE,hot,ldp_parent_utts_udpipe,hot,dog,NA,83,6,parent
4139,10830600832,4,5,hot,dog,dog,NA,TRUE,hot,ldp_parent_utts_udpipe,hot,dog,NA,83,6,parent
4140,10830600833,4,5,apple,juice,juice,NA,TRUE,apple,ldp_parent_utts_udpipe,appl,juic,00:09:12,83,6,parent
4141,10830600837,2,3,hot,dog,dog,NA,TRUE,hot,ldp_parent_utts_udpipe,hot,dog,NA,83,6,parent
4142,10830600847,4,5,hot,dogs,dog,NA,TRUE,hot,ldp_parent_utts_udpipe,hot,dog,NA,83,6,parent
4143,10830600927,2,3,hot,dog,dog,NA,TRUE,hot,ldp_parent_utts_udpipe,hot,dog,NA,83,6,parent
4144,10830601073,6,7,hot,dog,dog,NA,TRUE,hot,ldp_parent_utts_udpipe,hot,dog,NA,83,6,parent
4145,10830601075,6,7,hot,dog,dog,NA,TRUE,hot,ldp_parent_utts_udpipe,hot,dog,NA,83,6,parent
4146,10830601140,4,5,hot,dog,dog,NA,TRUE,hot,ldp_parent_utts_udpipe,hot,dog,NA,83,6,parent
4147,10830700426,5,6,fish,tank,tank,NA,TRUE,fish,ldp_parent_utts_udpipe,fish,tank,NA,83,7,parent
4148,10830700635,5,6,red,belly,belly,NA,TRUE,red,ldp_parent_utts_udpipe,red,belli,NA,83,7,parent
4149,10830700717,6,7,pumpkin,witch,witch,NA,TRUE,pumpkin,ldp_parent_utts_udpipe,pumpkin,witch,NA,83,7,parent
4150,10830700740,2,3,fish,fish,fish,NA,TRUE,fish,ldp_parent_utts_udpipe,fish,fish,NA,83,7,parent
4151,10830700772,8,9,yellow,fish,fish,NA,TRUE,yellow,ldp_parent_utts_udpipe,yellow,fish,NA,83,7,parent
4152,10830700774,6,7,yellow,fish,fish,NA,TRUE,yellow,ldp_parent_utts_udpipe,yellow,fish,NA,83,7,parent
4153,10830700875,4,5,yellow,fish,fish,NA,TRUE,yellow,ldp_parent_utts_udpipe,yellow,fish,NA,83,7,parent
4154,10830700981,8,9,marine,tanks,tank,NA,TRUE,marine,ldp_parent_utts_udpipe,marin,tank,NA,83,7,parent
4155,10830700999,4,5,orange,lips,lip,NA,TRUE,orange,ldp_parent_utts_udpipe,orang,lip,00:44:37,83,7,parent
4156,10830701020,5,6,trigger,fish,fish,NA,TRUE,trigger,ldp_parent_utts_udpipe,trigger,fish,NA,83,7,parent
4157,10830701062,5,6,yellow,fish,fish,NA,TRUE,yellow,ldp_parent_utts_udpipe,yellow,fish,00:46:40,83,7,parent
4158,10830701074,5,6,green,ring,ring,NA,TRUE,green,ldp_parent_utts_udpipe,green,ring,00:47:03,83,7,parent
4159,10830701187,4,5,green,fish,fish,NA,TRUE,green,ldp_parent_utts_udpipe,green,fish,NA,83,7,parent
4160,10830701189,6,7,green,fish,fish,NA,TRUE,green,ldp_parent_utts_udpipe,green,fish,NA,83,7,parent
4161,10830701281,8,9,top,honey,honey,NA,TRUE,top,ldp_parent_utts_udpipe,top,honei,NA,83,7,parent
4162,10830701571,5,6,yellow,paper,paper,NA,TRUE,yellow,ldp_parent_utts_udpipe,yellow,paper,00:10:20,83,7,parent
4163,10830701677,3,4,purple,piece,piece,NA,TRUE,purple,ldp_parent_utts_udpipe,purpl,piec,NA,83,7,parent
4164,10830800265,3,4,light,bulbs,bulb,NA,TRUE,light,ldp_parent_utts_udpipe,light,bulb,NA,83,8,parent
4165,10830800270,3,4,light,bulbs,bulb,NA,TRUE,light,ldp_parent_utts_udpipe,light,bulb,NA,83,8,parent
4166,10830800467,1,2,orange,juice,juice,NA,TRUE,orange,ldp_parent_utts_udpipe,orang,juic,NA,83,8,parent
4167,10830800813,5,6,goldfish,jumping,jumping,NA,TRUE,goldfish,ldp_parent_utts_udpipe,goldfish,jump,NA,83,8,parent
4168,10830800836,1,2,quack,quack,quack,NA,TRUE,quack,ldp_parent_utts_udpipe,quack,quack,NA,83,8,parent
4169,10830800888,1,2,squeak,squeak,squeak,NA,TRUE,squeak,ldp_parent_utts_udpipe,squeak,squeak,NA,83,8,parent
4170,10830800989,4,5,tiger,picture,picture,NA,TRUE,tiger,ldp_parent_utts_udpipe,tiger,pictur,00:55:34,83,8,parent
4171,10830801100,4,5,hot,dog,dog,NA,TRUE,hot,ldp_parent_utts_udpipe,hot,dog,NA,83,8,parent
4172,10830801112,3,4,hot,dog,dog,NA,TRUE,hot,ldp_parent_utts_udpipe,hot,dog,NA,83,8,parent
4173,10830801142,4,6,hot,dog,dog,NA,FALSE,hot,ldp_parent_utts_udpipe,hot,dog,NA,83,8,parent
4174,10830900108,2,3,pink,ones,one,NA,TRUE,pink,ldp_parent_utts_udpipe,pink,on,00:21:10,83,9,parent
4175,10830900108,7,8,pink,ones,one,NA,TRUE,pink,ldp_parent_utts_udpipe,pink,on,00:21:10,83,9,parent
4176,10830900462,11,12,mud,pit,pit,NA,TRUE,mud,ldp_parent_utts_udpipe,mud,pit,NA,83,9,parent
4177,10830900753,8,9,fish,tank,tank,NA,TRUE,fish,ldp_parent_utts_udpipe,fish,tank,NA,83,9,parent
4178,10830900753,8,9,fish,tank,tank,NA,TRUE,fish,ldp_parent_utts_udpipe,fish,tank,NA,83,9,child
4179,10831000492,3,4,flat,pumpkin,pumpkin,NA,TRUE,flat,ldp_parent_utts_udpipe,flat,pumpkin,00:25:33,83,10,parent
4180,10831001039,4,5,library,book,book,NA,TRUE,library,ldp_parent_utts_udpipe,librari,book,NA,83,10,parent
4181,10831001058,5,6,hot,dog,dog,NA,TRUE,hot,ldp_parent_utts_udpipe,hot,dog,NA,83,10,parent
4182,10831001061,1,2,hot,dog,dog,NA,TRUE,hot,ldp_parent_utts_udpipe,hot,dog,NA,83,10,parent
4183,10831001380,6,7,yellow,paint,paint,NA,TRUE,yellow,ldp_parent_utts_udpipe,yellow,paint,NA,83,10,parent
4184,10831100159,8,9,farm,game,game,NA,TRUE,farm,ldp_parent_utts_udpipe,farm,game,NA,83,11,parent
4185,10831100257,2,3,plastic,bag,bag,NA,TRUE,plastic,ldp_parent_utts_udpipe,plastic,bag,NA,83,11,parent
4186,10831100308,6,8,hot,rod,rod,NA,FALSE,hot,ldp_parent_utts_udpipe,hot,rod,NA,83,11,parent
4187,10831100609,7,8,baby,bird,bird,NA,TRUE,baby,ldp_parent_utts_udpipe,babi,bird,NA,83,11,parent
4188,10831100643,3,4,baby,bird,bird,NA,TRUE,baby,ldp_parent_utts_udpipe,babi,bird,NA,83,11,parent
4189,10831100656,3,4,baby,bird,bird,NA,TRUE,baby,ldp_parent_utts_udpipe,babi,bird,NA,83,11,parent
4190,10831100674,8,9,baby,bird,bird,NA,TRUE,baby,ldp_parent_utts_udpipe,babi,bird,NA,83,11,parent
4191,10831100690,6,7,baby,bird,bird,NA,TRUE,baby,ldp_parent_utts_udpipe,babi,bird,NA,83,11,parent
4192,10831100716,2,3,brown,wing,wing,NA,TRUE,brown,ldp_parent_utts_udpipe,brown,wing,NA,83,11,parent
4193,10831100718,9,10,baby,bird,bird,NA,TRUE,baby,ldp_parent_utts_udpipe,babi,bird,NA,83,11,parent
4194,10831100721,3,4,baby,bird,bird,NA,TRUE,baby,ldp_parent_utts_udpipe,babi,bird,NA,83,11,parent
4195,10831100723,12,13,baby,bird,bird,NA,TRUE,baby,ldp_parent_utts_udpipe,babi,bird,NA,83,11,parent
4196,10831100737,6,7,juicy,worm,worm,NA,TRUE,juicy,ldp_parent_utts_udpipe,juici,worm,00:06:23,83,11,parent
4197,10831100740,9,10,baby,bird,bird,NA,TRUE,baby,ldp_parent_utts_udpipe,babi,bird,NA,83,11,parent
4198,10831100900,5,6,copy,cats,cat,NA,TRUE,copy,ldp_parent_utts_udpipe,copi,cat,NA,83,11,parent
4199,10831101033,4,5,hummingbird,hum,hum,NA,TRUE,hummingbird,ldp_parent_utts_udpipe,hummingbird,hum,NA,83,11,parent
4200,10831101039,4,5,hummingbird,hum,hum,NA,TRUE,hummingbird,ldp_parent_utts_udpipe,hummingbird,hum,NA,83,11,parent
4201,10831101229,13,15,sweet,heart,heart,NA,FALSE,sweet,ldp_parent_utts_udpipe,sweet,heart,NA,83,11,parent
4202,10831200019,3,4,orange,juice,juice,NA,TRUE,orange,ldp_parent_utts_udpipe,orang,juic,NA,83,12,parent
4203,10831200020,2,3,orange,juice,juice,NA,TRUE,orange,ldp_parent_utts_udpipe,orang,juic,NA,83,12,parent
4204,10831200191,8,9,cotton,balls,ball,NA,TRUE,cotton,ldp_parent_utts_udpipe,cotton,ball,NA,83,12,parent
4205,10831200489,4,5,dirty,sock,sock,NA,TRUE,dirty,ldp_parent_utts_udpipe,dirti,sock,NA,83,12,parent
4206,10831200495,6,7,dirty,sock,sock,NA,TRUE,dirty,ldp_parent_utts_udpipe,dirti,sock,00:38:47,83,12,parent
4207,10831200837,4,5,pirate,hat,hat,NA,TRUE,pirate,ldp_parent_utts_udpipe,pirat,hat,NA,83,12,parent
4208,10831200845,4,5,dirty,sock,sock,NA,TRUE,dirty,ldp_parent_utts_udpipe,dirti,sock,NA,83,12,parent
4209,10831200876,1,2,quack,quack,quack,NA,TRUE,quack,ldp_parent_utts_udpipe,quack,quack,NA,83,12,parent
4210,10831200905,4,5,gold,coin,coin,NA,TRUE,gold,ldp_parent_utts_udpipe,gold,coin,NA,83,12,parent
4211,10831201244,4,6,hot,day,day,NA,FALSE,hot,ldp_parent_utts_udpipe,hot,dai,00:06:39,83,12,parent
4212,10831201244,5,6,hot,day,day,NA,TRUE,hot,ldp_parent_utts_udpipe,hot,dai,00:06:39,83,12,parent
4213,10831201730,9,10,swimming,suit,suit,NA,TRUE,swimming,ldp_parent_utts_udpipe,swim,suit,00:24:57,83,12,parent
4214,10831201737,4,5,bathing,suit,suit,NA,TRUE,bathing,ldp_parent_utts_udpipe,bath,suit,NA,83,12,parent
4215,10840100276,7,8,red,button,button,NA,TRUE,red,ldp_parent_utts_udpipe,red,button,NA,84,1,parent
4216,10840100648,6,7,puppy,doggy,doggy,NA,TRUE,puppy,ldp_parent_utts_udpipe,puppi,doggi,NA,84,1,parent
4217,10840100702,6,7,daddy,movie,movie,NA,TRUE,daddy,ldp_parent_utts_udpipe,daddi,movi,NA,84,1,parent
4218,10840100858,3,4,piggy,toes,toe,NA,TRUE,piggy,ldp_parent_utts_udpipe,piggi,toe,NA,84,1,parent
4219,10840100859,3,4,piggy,toes,toe,NA,TRUE,piggy,ldp_parent_utts_udpipe,piggi,toe,NA,84,1,parent
4220,10840100926,4,5,rainy,day,day,NA,TRUE,rainy,ldp_parent_utts_udpipe,raini,dai,NA,84,1,parent
4221,10840100927,3,4,rainy,day,day,NA,TRUE,rainy,ldp_parent_utts_udpipe,raini,dai,NA,84,1,parent
4222,10840200574,3,1,yellow,press,press,NA,FALSE,yellow,ldp_parent_utts_udpipe,yellow,press,NA,84,2,parent
4223,10840200646,4,5,red,luggage,luggage,NA,TRUE,red,ldp_parent_utts_udpipe,red,luggag,NA,84,2,parent
4224,10840200795,3,1,yellow,press,press,NA,FALSE,yellow,ldp_parent_utts_udpipe,yellow,press,NA,84,2,parent
4225,10840300013,6,7,orange,ball,ball,NA,TRUE,orange,ldp_parent_utts_udpipe,orang,ball,00:00:29,84,3,parent
4226,10840300153,11,10,yellow,baby,baby,NA,FALSE,yellow,ldp_parent_utts_udpipe,yellow,babi,NA,84,3,parent
4227,10840300163,8,9,orange,ball,ball,NA,TRUE,orange,ldp_parent_utts_udpipe,orang,ball,NA,84,3,parent
4228,10840300177,3,4,wash,washing,wash,NA,TRUE,wash,ldp_parent_utts_udpipe,wash,wash,00:10:48,84,3,parent
4229,10840300187,2,3,pink,ball,ball,NA,TRUE,pink,ldp_parent_utts_udpipe,pink,ball,NA,84,3,parent
4230,10840300366,8,9,pink,ball,ball,NA,TRUE,pink,ldp_parent_utts_udpipe,pink,ball,NA,84,3,parent
4231,10840300869,16,17,wet,floor,floor,NA,TRUE,wet,ldp_parent_utts_udpipe,wet,floor,NA,84,3,parent
4232,10840301209,16,18,hot,dog,dog,NA,FALSE,hot,ldp_parent_utts_udpipe,hot,dog,NA,84,3,parent
4233,10840301215,5,6,hot,dog,dog,NA,TRUE,hot,ldp_parent_utts_udpipe,hot,dog,NA,84,3,parent
4234,10840400027,3,4,knock,knock,knock,NA,TRUE,knock,ldp_parent_utts_udpipe,knock,knock,NA,84,4,parent
4235,10840400540,4,5,knock,knock,knock,NA,TRUE,knock,ldp_parent_utts_udpipe,knock,knock,00:43:38,84,4,parent
4236,10840400541,4,5,knock,knock,knock,NA,TRUE,knock,ldp_parent_utts_udpipe,knock,knock,NA,84,4,parent
4237,10840400827,1,2,woof,woof,woof,NA,TRUE,woof,ldp_parent_utts_udpipe,woof,woof,NA,84,4,parent
4238,10840400919,6,7,yoyo,ball,ball,NA,TRUE,yoyo,ldp_parent_utts_udpipe,yoyo,ball,00:10:36,84,4,parent
4239,10840400922,2,3,shake,shake,shake,NA,TRUE,shake,ldp_parent_utts_udpipe,shake,shake,NA,84,4,parent
4240,10840500015,3,1,hamburger,chickens,chicken,NA,FALSE,hamburger,ldp_parent_utts_udpipe,hamburg,chicken,NA,84,5,parent
4241,10840500140,7,8,puzzle,pieces,piece,NA,TRUE,puzzle,ldp_parent_utts_udpipe,puzzl,piec,NA,84,5,parent
4242,10840500468,7,9,hot,dog,dog,NA,FALSE,hot,ldp_parent_utts_udpipe,hot,dog,NA,84,5,parent
4243,10840500488,1,2,orange,kitten,kitten,NA,TRUE,orange,ldp_parent_utts_udpipe,orang,kitten,NA,84,5,parent
4244,10840500489,1,2,orange,kitten,kitten,NA,TRUE,orange,ldp_parent_utts_udpipe,orang,kitten,00:34:59,84,5,parent
4245,10840500500,1,2,purple,kangaroo,kangaroo,NA,TRUE,purple,ldp_parent_utts_udpipe,purpl,kangaroo,NA,84,5,parent
