noun,adj,turker_judgment,wiki_similarity,ldp_similarity
cereal,hot,2.75,0.32295915484428406,0.3217659890651703
waffle,hot,4.666666666666667,0.3306281566619873,0.22620128095149994
rain,hot,2.0,0.3637624979019165,0.22476914525032043
sky,hot,2.5,0.37975022196769714,0.11434545367956161
log,hot,2.25,0.2811013162136078,0.06471505016088486
tree,hot,1.5,0.23532775044441223,-0.03175152465701103
roll,hot,3.5,0.36060893535614014,0.041033949702978134
tent,hot,2.75,0.28526192903518677,0.07400932908058167
slide,hot,3.0,0.29968681931495667,-0.0572504885494709
rice,hot,4.5,0.3823573589324951,0.39498287439346313
shirt,hot,1.5,0.35391396284103394,-0.02093374729156494
marshmallow,hot,3.75,0.36057162284851074,0.26975542306900024
cake,hot,3.0,0.3443831205368042,0.24165745079517365
milk,hot,2.6,0.3870171010494232,0.3422980308532715
donut,hot,3.0,0.30980560183525085,0.3070928454399109
color,orange,4.0,0.5959828495979309,0.412291944026947
orange,orange,5.5,1.0,1.0
ark,orange,2.25,0.2632456421852112,0.41495636105537415
shirt,orange,3.0,0.47600293159484863,0.25299981236457825
frog,orange,2.0,0.3670042157173157,0.4675980806350708
fish,orange,3.25,0.4233391284942627,0.5083782076835632
tea,orange,3.0,0.40869948267936707,0.3602737784385681
bus,orange,3.0,0.3861022889614105,0.07619495689868927
milk,orange,1.0,0.434130996465683,0.46016010642051697
finger,orange,1.5,0.3323037624359131,0.2551518678665161
floor,orange,2.0,0.29810401797294617,0.1018703281879425
star,orange,1.75,0.41566479206085205,0.6228818893432617
flag,orange,3.0,0.4461974799633026,0.38888809084892273
block,orange,3.75,0.3678085207939148,0.5258816480636597
tube,orange,2.4,0.37285086512565613,0.24255064129829407
foot,orange,1.5,0.3293575346469879,0.269874632358551
leg,orange,1.25,0.3338783383369446,0.19207556545734406
sun,orange,4.333333333333333,0.46098217368125916,0.3562624454498291
car,orange,3.25,0.4363795518875122,0.19396570324897766
monkey,orange,1.75,0.4535278379917145,0.22271084785461426
hippo,orange,1.0,0.37157922983169556,0.2817816734313965
guy,orange,1.75,0.36838507652282715,0.15602153539657593
truck,orange,2.5,0.43446600437164307,0.1425906866788864
broom,orange,2.25,0.3200743496417999,0.3598182499408722
ball,orange,3.0,0.39151057600975037,0.20875975489616394
arm,orange,1.5,0.34009307622909546,0.31122323870658875
wall,orange,2.5,0.3886064291000366,0.08272907882928848
turtle,orange,1.5,0.40439659357070923,0.4619408845901489
blueberry,orange,1.0,0.5073036551475525,0.34551435708999634
glass,orange,2.5,0.46942734718322754,0.3240206241607666
rain,orange,1.5,0.3873010575771332,0.264102578163147
cat,orange,2.75,0.4028227627277374,0.2983231544494629
nose,orange,1.5,0.4064655303955078,0.1455075740814209
banana,orange,1.25,0.5373210310935974,0.5717485547065735
pear,orange,1.0,0.49626168608665466,0.49984219670295715
slice,orange,3.5,0.3525761365890503,0.38161760568618774
hair,orange,2.25,0.41350430250167847,0.12911885976791382
bead,orange,3.0,0.3463456332683563,0.5158967971801758
bowl,orange,3.0,0.37002038955688477,0.31218597292900085
bag,orange,2.6666666666666665,0.4303324818611145,0.12079817056655884
noodle,orange,2.75,0.3248111605644226,0.40625661611557007
hat,orange,2.5,0.43902334570884705,0.3190661370754242
circle,orange,3.0,0.3838730752468109,0.47453248500823975
hand,orange,1.75,0.35149556398391724,0.21023383736610413
planet,orange,2.25,0.38026857376098633,0.330162912607193
square,orange,1.6666666666666667,0.4025728404521942,0.616341769695282
sword,orange,1.5,0.3319880962371826,0.301813006401062
sweater,orange,2.25,0.44137880206108093,0.21986077725887299
candy,orange,3.75,0.48699140548706055,0.3877255916595459
pepper,orange,2.25,0.4759141504764557,0.6584934592247009
flower,orange,2.75,0.45165589451789856,0.5850308537483215
balloon,orange,2.5,0.41749224066734314,0.5139277577400208
peel,orange,3.25,0.49065783619880676,0.22680459916591644
baby,orange,1.25,0.4020850956439972,0.06631257385015488
person,orange,1.25,0.2939978837966919,0.349698930978775
dot,orange,2.75,0.40185531973838806,0.5941784977912903
day,orange,2.25,0.3943975269794464,0.031500931829214096
eye,orange,1.75,0.43809202313423157,0.5062896013259888
bird,orange,2.3333333333333335,0.4357959032058716,0.21386030316352844
top,orange,2.5,0.4056183695793152,0.20935674011707306
pumpkin,orange,5.0,0.5123113393783569,0.2869267761707306
frosting,orange,2.5,0.3699367344379425,0.508507490158081
stem,orange,2.5,0.3335781991481781,0.5025563836097717
sugar,orange,1.25,0.444750040769577,0.5557001233100891
cookie,orange,2.25,0.3895132839679718,0.4970685839653015
picture,orange,2.25,0.3893226683139801,0.17904502153396606
crayon,orange,3.25,0.477659672498703,0.6219386458396912
tail,orange,3.0,0.4301326274871826,0.34397995471954346
sunshine,orange,2.0,0.41209572553634644,0.31745028495788574
egg,orange,2.0,0.41334232687950134,0.5848174691200256
lemon,orange,1.75,0.6269518733024597,0.43132683634757996
screw,orange,1.75,0.2934027314186096,0.5119377374649048
rock,orange,2.0,0.40915030241012573,0.29329201579093933
chalk,orange,3.0,0.38190963864326477,0.3437415063381195
heart,orange,2.0,0.32546940445899963,0.2113140970468521
food,orange,3.0,0.397389680147171,0.17142601311206818
kitty,orange,2.5,0.3449852168560028,0.2767370343208313
body,orange,1.75,0.34728729724884033,0.27302995324134827
shovel,orange,2.0,0.2860613763332367,0.41451215744018555
dish,orange,3.5,0.3744925558567047,0.08039824664592743
shoe,orange,2.5,0.40968891978263855,0.2181881219148636
lip,orange,2.75,0.38174110651016235,0.24754050374031067
carpet,orange,2.5,0.3856790065765381,0.15025250613689423
kitten,orange,3.75,0.38267579674720764,0.19452451169490814
mango,orange,4.0,0.5229318737983704,0.38356223702430725
sticker,orange,2.5,0.44940027594566345,0.4192512333393097
animal,orange,2.0,0.3785179555416107,0.5143114924430847
cup,orange,2.8,0.39130860567092896,0.4320457875728607
carrot,orange,5.75,0.5025053024291992,0.5802479386329651
dolphin,orange,1.25,0.3730221092700958,0.37699365615844727
apple,orange,2.0,0.5558101534843445,0.7518681883811951
cracker,orange,2.75,0.36504778265953064,0.4975506067276001
leaf,orange,3.5,0.44617992639541626,0.42476099729537964
necklace,orange,2.75,0.43745866417884827,0.2899700403213501
tree,orange,2.25,0.4223451614379883,0.11305813491344452
dress,orange,3.0,0.3888896405696869,0.1734582632780075
tiger,orange,4.75,0.4369063675403595,0.29629120230674744
drink,orange,2.75,0.4169718027114868,0.26518094539642334
train,orange,2.5,0.3541783392429352,0.10627595335245132
toe,orange,1.3333333333333333,0.37725377082824707,0.15095336735248566
grape,orange,1.0,0.46277865767478943,0.6617626547813416
hamster,orange,3.25,0.37739357352256775,0.17921516299247742
suit,orange,1.6666666666666667,0.3606753349304199,0.30602309107780457
head,orange,1.5,0.4239217936992645,0.11757414788007736
squirrel,orange,1.0,0.4139634966850281,0.34562548995018005
plant,orange,2.5,0.3957330584526062,0.41146424412727356
dog,orange,1.75,0.3859037160873413,0.1946468949317932
skin,orange,2.25,0.45222848653793335,0.399350643157959
forest,dark,4.25,0.44366228580474854,0.45650219917297363
eye,dark,3.75,0.4482066035270691,0.2991866171360016
tunnel,dark,4.5,0.41584792733192444,0.5475202798843384
bed,dark,4.0,0.4179382920265198,0.11616747081279755
yellow,dark,4.666666666666667,0.6136778593063354,0.565571129322052
green,dark,4.0,0.58863765001297,0.5514345765113831
leg,dark,4.5,0.31457653641700745,0.17200522124767303
game,dark,3.0,0.3475174009799957,0.1457892507314682
board,dark,4.25,0.33586347103118896,0.10363444685935974
letter,dark,3.0,0.3494107127189636,0.26425275206565857
dot,dark,4.25,0.39368540048599243,0.43509185314178467
crayon,dark,4.5,0.3739607334136963,0.43980395793914795
ball,dark,2.75,0.3189699947834015,0.1943756341934204
color,dark,4.25,0.4881315529346466,0.26046618819236755
couple,dark,4.0,0.3201509118080139,0.06610004603862762
sheep,dark,2.75,0.3539016842842102,0.5309426188468933
dog,dark,4.0,0.3553228974342346,0.3015425503253937
pig,dark,3.2,0.3304673135280609,0.3762488067150116
barn,dark,3.5,0.397797554731369,0.5695890784263611
hen,dark,3.0,0.3555935323238373,0.3542029857635498
cow,dark,3.5,0.36807093024253845,0.40722954273223877
mouse,dark,3.25,0.29569607973098755,0.45016881823539734
hay,dark,3.0,0.3126375079154968,0.4024430513381958
horse,dark,3.25,0.37326622009277344,0.37844428420066833
bear,dark,3.75,0.31248635053634644,0.312356173992157
cave,dark,5.75,0.4015069603919983,0.44558385014533997
night,dark,6.5,0.5478691458702087,0.07351268082857132
owl,dark,2.5,0.3663777709007263,0.3182810842990875
cloud,dark,3.25,0.4841870069503784,0.5602786540985107
tree,dark,3.75,0.30889880657196045,0.37628668546676636
kitchen,dark,3.0,0.37930184602737427,0.28450486063957214
hair,dark,4.6,0.4895959794521332,0.13943946361541748
orange,dark,3.25,0.5604087114334106,0.4160190522670746
circle,dark,2.75,0.3561074137687683,0.5312247276306152
rock,dark,3.5,0.43826016783714294,0.17793850600719452
floor,dark,3.75,0.3678986430168152,0.05443551763892174
movie,dark,3.5,0.3760175406932831,0.051519010215997696
wood,dark,4.0,0.4260067939758301,0.2727679908275604
glass,dark,2.5,0.44002673029899597,0.1695541888475418
chocolate,dark,4.5,0.5003488659858704,0.16975536942481995
sky,dark,4.0,0.5444561839103699,0.6307803988456726
mud,thick,5.333333333333333,0.498279333114624,0.376740038394928
leave,thick,2.0,0.3048895597457886,-0.13179780542850494
leg,thick,4.0,0.32994163036346436,0.09489929676055908
paint,thick,3.25,0.3221341371536255,0.043536730110645294
paper,thick,2.75,0.37478354573249817,0.02589138224720955
card,thick,3.5,0.3043193221092224,-0.02504265122115612
hair,thick,3.3333333333333335,0.4505719244480133,0.2655993700027466
olive,thick,4.0,0.342129647731781,0.6364584565162659
oil,thick,4.75,0.3123338222503662,0.5734551548957825
air,thick,2.0,0.41462844610214233,0.2263546586036682
soup,thick,5.0,0.4031897485256195,0.4186123013496399
brush,thick,3.5,0.4366081953048706,0.05957929790019989
walrus,thick,4.5,0.33943378925323486,0.434037446975708
mustache,thick,4.75,0.37620678544044495,0.6037474870681763
page,thick,3.25,0.15258346498012543,-0.05043727904558182
camel,thick,4.4,0.2717495560646057,0.5371605157852173
